ID_MONITORIA,DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,ANALISTA,NOTA_FINAL,Saudação e Identificação,Escuta Ativa,Clareza na Comunicação,Resolução no Primeiro Contato,Empatia com o Cliente,Conhecimento do Produto,Seguiu Script,Encerramento Adequado
1642,2024-01-17,5510181,Supervisor 4,Segmento 1,Dr. João Vitor Pinto,5.0,6,4,2,9,4,10,3,2
1643,2024-01-11,5510181,Supervisor 4,Segmento 1,Giovanna Viana,4.6,1,4,7,4,9,3,5,4
1644,2024-01-10,5510181,Supervisor 4,Segmento 1,Sra. Maria Julia Teixeira,5.4,9,4,1,0,9,7,5,8
1645,2024-01-01,5510181,Supervisor 4,Segmento 1,Hadassa Marques,8.0,7,7,10,6,10,9,8,7
1646,2024-01-04,5510181,Supervisor 4,Segmento 1,Brayan Câmara,6.0,9,6,0,8,7,0,9,9
1647,2024-01-11,5510181,Supervisor 4,Segmento 1,Srta. Ana Luiza Freitas,4.8,9,3,5,4,2,7,6,2
1648,2024-02-26,5510181,Supervisor 4,Segmento 1,Maria Eduarda da Luz,5.5,9,3,1,7,10,7,0,7
1649,2024-02-11,5510181,Supervisor 4,Segmento 1,Mateus Nunes,5.9,7,2,3,10,0,10,9,6
1650,2024-02-13,5510181,Supervisor 4,Segmento 1,Ana Liz Guerra,3.9,6,9,4,1,6,2,0,3
1651,2024-02-14,5510181,Supervisor 4,Segmento 1,Anthony Gabriel da Rosa,4.0,1,5,9,1,5,7,3,1
1652,2024-02-15,5510181,Supervisor 4,Segmento 1,Milena da Mata,4.2,4,3,0,5,9,6,1,6
1653,2024-02-24,5510181,Supervisor 4,Segmento 1,Sra. Maria Cecília da Cruz,3.5,0,5,0,5,10,0,3,5
1654,2024-03-11,5510181,Supervisor 4,Segmento 1,Pietra Barros,5.0,1,8,3,8,6,0,4,10
1655,2024-03-06,5510181,Supervisor 4,Segmento 1,Dr. Arthur Moura,3.8,0,0,8,1,9,8,2,2
1656,2024-03-16,5510181,Supervisor 4,Segmento 1,Sra. Ana Júlia Melo,6.6,10,2,8,3,2,8,10,10
1657,2024-03-22,5510181,Supervisor 4,Segmento 1,Luiz Fernando Casa Grande,4.5,10,0,0,6,5,5,6,4
1658,2024-03-13,5510181,Supervisor 4,Segmento 1,Sr. Oliver Rezende,4.8,2,4,5,8,1,9,7,2
1659,2024-03-05,5510181,Supervisor 4,Segmento 1,Matheus Gomes,4.6,3,9,6,1,2,4,2,10
1660,2024-01-26,5510182,Supervisor 1,Segmento 1,Luiza Caldeira,4.8,10,2,6,1,6,7,3,3
1661,2024-01-07,5510182,Supervisor 1,Segmento 1,Bella das Neves,5.1,6,6,0,5,3,8,9,4
1662,2024-01-08,5510182,Supervisor 1,Segmento 1,Dr. Erick Fernandes,5.5,4,5,2,4,9,10,0,10
1663,2024-02-14,5510182,Supervisor 1,Segmento 1,Dr. Matteo Pires,3.2,5,4,1,3,2,3,7,1
1664,2024-02-02,5510182,Supervisor 1,Segmento 1,Cauã da Paz,5.8,5,3,5,7,9,5,3,9
1665,2024-02-15,5510182,Supervisor 1,Segmento 1,Dra. Esther da Rosa,6.6,4,5,10,5,9,2,8,10
1666,2024-03-22,5510182,Supervisor 1,Segmento 1,Brenda Mendonça,4.5,1,5,10,1,5,4,7,3
1667,2024-03-07,5510182,Supervisor 1,Segmento 1,Heitor Ribeiro,4.5,6,5,3,1,9,3,3,6
1668,2024-03-18,5510182,Supervisor 1,Segmento 1,Maria Eduarda Costa,4.4,6,5,2,10,0,3,5,4
1669,2024-01-17,5510183,Supervisor 7,Segmento 4,Thales da Mota,4.1,1,2,8,0,5,10,4,3
1670,2024-01-04,5510183,Supervisor 7,Segmento 4,Alice Rios,4.6,9,1,3,2,2,5,10,5
1671,2024-01-24,5510183,Supervisor 7,Segmento 4,Matheus Moraes,2.8,6,0,0,1,0,1,4,10
1672,2024-01-12,5510183,Supervisor 7,Segmento 4,Maria Alice da Rocha,5.0,5,4,7,8,3,6,4,3
1673,2024-01-21,5510183,Supervisor 7,Segmento 4,Isaac da Luz,5.2,7,4,8,2,10,6,2,3
1674,2024-02-07,5510183,Supervisor 7,Segmento 4,Larissa Ramos,6.5,2,9,10,8,6,1,8,8
1675,2024-02-11,5510183,Supervisor 7,Segmento 4,Lorenzo Ferreira,5.2,9,1,8,6,3,5,9,1
1676,2024-02-09,5510183,Supervisor 7,Segmento 4,Alexia Silva,3.9,2,4,7,0,4,3,1,10
1677,2024-02-20,5510183,Supervisor 7,Segmento 4,Eloah Azevedo,2.9,2,4,0,2,10,1,4,0
1678,2024-02-20,5510183,Supervisor 7,Segmento 4,Anna Liz Barros,4.9,9,9,1,4,9,2,1,4
1679,2024-03-26,5510183,Supervisor 7,Segmento 4,Brayan Castro,3.1,1,7,1,0,1,9,1,5
1680,2024-03-02,5510183,Supervisor 7,Segmento 4,Otto Martins,3.2,4,0,2,2,4,8,0,6
1681,2024-03-22,5510183,Supervisor 7,Segmento 4,Murilo Sampaio,4.4,4,2,0,4,8,8,6,3
1682,2024-03-13,5510183,Supervisor 7,Segmento 4,Matteo Nascimento,4.1,3,10,2,0,10,0,2,6
1683,2024-03-20,5510183,Supervisor 7,Segmento 4,Lucas Gabriel Macedo,4.6,8,3,9,7,0,0,7,3
1684,2024-01-16,5510185,Supervisor 4,Segmento 2,Guilherme Sales,4.6,9,5,3,8,10,1,0,1
1685,2024-02-02,5510185,Supervisor 4,Segmento 2,Srta. Brenda Vasconcelos,4.0,3,6,1,1,10,5,0,6
1686,2024-03-20,5510185,Supervisor 4,Segmento 2,Daniela da Costa,5.2,4,7,5,6,10,6,1,3
1687,2024-01-26,5510186,Supervisor 2,Segmento 2,Lucca Garcia,4.4,6,1,1,0,7,6,10,4
1688,2024-01-23,5510186,Supervisor 2,Segmento 2,Eloá Duarte,4.2,7,3,4,0,10,3,6,1
1689,2024-01-02,5510186,Supervisor 2,Segmento 2,Srta. Eloá Farias,5.1,10,8,4,0,6,1,4,8
1690,2024-01-11,5510186,Supervisor 2,Segmento 2,Caroline Rezende,4.2,10,5,4,6,0,0,8,1
1691,2024-01-02,5510186,Supervisor 2,Segmento 2,Ana Lívia Aragão,3.6,1,8,4,6,5,0,3,2
1692,2024-01-11,5510186,Supervisor 2,Segmento 2,Sr. Leonardo Caldeira,4.2,0,7,7,2,6,1,5,6
1693,2024-02-24,5510186,Supervisor 2,Segmento 2,Luiz Henrique Cardoso,6.0,8,4,9,3,10,3,1,10
1694,2024-02-12,5510186,Supervisor 2,Segmento 2,Marcelo Casa Grande,5.8,4,7,6,8,4,6,3,8
1695,2024-02-01,5510186,Supervisor 2,Segmento 2,João Miguel Ribeiro,6.5,8,3,4,8,6,10,3,10
1696,2024-02-14,5510186,Supervisor 2,Segmento 2,Dr. Matteo Leão,5.0,0,1,8,8,4,4,5,10
1697,2024-02-16,5510186,Supervisor 2,Segmento 2,Yago Moura,3.1,0,2,5,2,8,4,3,1
1698,2024-02-20,5510186,Supervisor 2,Segmento 2,Benício Moura,3.4,2,9,5,4,3,1,3,0
1699,2024-03-20,5510186,Supervisor 2,Segmento 2,Dra. Stella Vargas,5.2,3,5,2,9,4,7,2,10
1700,2024-03-16,5510186,Supervisor 2,Segmento 2,Oliver Machado,4.4,3,9,0,0,6,7,2,8
1701,2024-03-07,5510186,Supervisor 2,Segmento 2,Vitor Gabriel da Rosa,4.0,10,2,5,2,4,4,2,3
1702,2024-03-15,5510186,Supervisor 2,Segmento 2,Nicole da Luz,4.6,3,10,1,10,1,3,2,7
1703,2024-03-20,5510186,Supervisor 2,Segmento 2,Ayla Oliveira,4.9,7,3,4,2,1,7,6,9
1704,2024-03-01,5510186,Supervisor 2,Segmento 2,José Miguel Nogueira,7.4,7,9,7,0,9,9,10,8
1705,2024-01-26,5510187,Supervisor 1,Segmento 3,Jade Caldeira,4.2,4,5,2,2,0,5,9,7
1706,2024-01-24,5510187,Supervisor 1,Segmento 3,Jade Rezende,7.4,9,8,10,8,4,10,5,5
1707,2024-02-24,5510187,Supervisor 1,Segmento 3,Ana Cecília Pires,3.8,4,2,7,3,0,5,8,1
1708,2024-02-26,5510187,Supervisor 1,Segmento 3,Erick da Costa,5.8,6,3,10,0,8,1,10,8
1709,2024-03-05,5510187,Supervisor 1,Segmento 3,Srta. Evelyn da Conceição,5.0,3,2,8,1,5,9,5,7
1710,2024-03-13,5510187,Supervisor 1,Segmento 3,Heloísa Pacheco,6.9,2,6,7,6,10,8,7,9
1711,2024-01-20,5510188,Supervisor 1,Segmento 1,Sr. Augusto da Conceição,5.0,7,6,0,5,9,1,2,10
1712,2024-01-05,5510188,Supervisor 1,Segmento 1,Josué Nunes,5.9,7,9,7,2,8,8,2,4
1713,2024-01-25,5510188,Supervisor 1,Segmento 1,Lavínia Costa,6.1,6,3,5,8,10,5,9,3
1714,2024-01-14,5510188,Supervisor 1,Segmento 1,Marcelo Rocha,4.5,2,1,0,9,8,5,5,6
1715,2024-01-05,5510188,Supervisor 1,Segmento 1,Mariah Vieira,5.2,5,7,6,8,0,1,7,8
1716,2024-01-06,5510188,Supervisor 1,Segmento 1,Esther da Rocha,6.8,2,9,10,2,6,8,8,9
1717,2024-02-17,5510188,Supervisor 1,Segmento 1,Sarah Silva,5.5,8,5,1,5,5,10,1,9
1718,2024-02-25,5510188,Supervisor 1,Segmento 1,Stephany Azevedo,6.6,6,5,7,10,8,1,6,10
1719,2024-02-06,5510188,Supervisor 1,Segmento 1,Isabel Sousa,3.4,9,1,7,2,3,1,4,0
1720,2024-02-16,5510188,Supervisor 1,Segmento 1,Pedro Duarte,3.9,4,1,5,3,5,4,8,1
1721,2024-02-21,5510188,Supervisor 1,Segmento 1,Lorena Nascimento,5.6,3,7,0,2,6,8,9,10
1722,2024-02-13,5510188,Supervisor 1,Segmento 1,Sra. Maria Luísa Duarte,3.2,2,0,0,5,8,2,0,9
1723,2024-03-21,5510188,Supervisor 1,Segmento 1,Caroline Gonçalves,4.1,3,5,7,4,4,1,8,1
1724,2024-03-17,5510188,Supervisor 1,Segmento 1,Melissa da Mata,6.8,4,6,9,10,5,10,10,0
1725,2024-03-21,5510188,Supervisor 1,Segmento 1,Srta. Lunna Viana,3.8,7,1,4,1,5,8,0,4
1726,2024-03-16,5510188,Supervisor 1,Segmento 1,Laís Souza,4.6,6,5,7,2,1,1,8,7
1727,2024-03-01,5510188,Supervisor 1,Segmento 1,Dra. Mariah Caldeira,5.8,2,8,8,4,3,5,9,7
1728,2024-03-11,5510188,Supervisor 1,Segmento 1,Amanda Borges,4.9,9,10,0,3,5,6,5,1
1729,2024-01-19,5510190,Supervisor 3,Segmento 3,Ágatha Ferreira,6.5,6,9,9,8,6,0,7,7
1730,2024-01-17,5510190,Supervisor 3,Segmento 3,Vitória Martins,4.5,10,8,4,0,3,1,10,0
1731,2024-02-27,5510190,Supervisor 3,Segmento 3,Kamilly Almeida,4.9,5,9,10,5,3,2,5,0
1732,2024-02-23,5510190,Supervisor 3,Segmento 3,Olívia Peixoto,5.9,8,10,5,8,0,4,10,2
1733,2024-03-09,5510190,Supervisor 3,Segmento 3,Daniel Pastor,6.2,6,7,2,6,9,6,6,8
1734,2024-03-08,5510190,Supervisor 3,Segmento 3,Sr. Léo Araújo,5.6,2,4,9,4,7,4,6,9
1735,2024-01-13,5510191,Supervisor 4,Segmento 2,Hellena Dias,6.0,5,9,7,6,9,2,4,6
1736,2024-01-02,5510191,Supervisor 4,Segmento 2,Lavínia Ribeiro,4.6,10,5,8,4,0,3,5,2
1737,2024-01-14,5510191,Supervisor 4,Segmento 2,Heloisa Nunes,2.8,6,2,1,2,0,4,0,7
1738,2024-02-12,5510191,Supervisor 4,Segmento 2,Lucca Costela,3.4,8,4,4,3,7,1,0,0
1739,2024-02-02,5510191,Supervisor 4,Segmento 2,Thales Carvalho,3.0,3,1,5,3,9,1,2,0
1740,2024-02-12,5510191,Supervisor 4,Segmento 2,Levi Freitas,4.2,4,0,8,0,6,3,7,6
1741,2024-03-02,5510191,Supervisor 4,Segmento 2,Dr. Pedro Miguel Lima,4.5,3,1,5,8,6,9,0,4
1742,2024-03-09,5510191,Supervisor 4,Segmento 2,Vicente da Mota,3.1,5,1,3,2,9,3,1,1
1743,2024-03-27,5510191,Supervisor 4,Segmento 2,Dr. Asafe Nascimento,5.5,3,7,1,8,10,3,4,8
1744,2024-01-08,5510192,Supervisor 2,Segmento 3,Gustavo Henrique Oliveira,3.4,0,8,6,3,7,0,1,2
1745,2024-01-17,5510192,Supervisor 2,Segmento 3,Dr. Theo Lopes,6.2,6,7,10,7,0,7,9,4
1746,2024-01-04,5510192,Supervisor 2,Segmento 3,Dr. João Guilherme Ribeiro,4.6,1,4,2,8,2,4,8,8
1747,2024-02-09,5510192,Supervisor 2,Segmento 3,Dante Siqueira,4.8,3,1,4,4,10,6,8,2
1748,2024-02-16,5510192,Supervisor 2,Segmento 3,Ana Vitória Melo,4.1,10,10,0,4,0,1,8,0
1749,2024-02-22,5510192,Supervisor 2,Segmento 3,Emanuelly Silveira,7.1,10,7,9,4,9,8,0,10
1750,2024-03-24,5510192,Supervisor 2,Segmento 3,Dr. José Pedro Gomes,5.2,0,10,6,5,9,5,3,4
1751,2024-03-08,5510192,Supervisor 2,Segmento 3,Lara Moreira,5.4,7,9,5,7,6,5,1,3
1752,2024-03-14,5510192,Supervisor 2,Segmento 3,Dr. Heitor Melo,3.1,9,6,0,1,3,1,3,2
1753,2024-01-24,5510193,Supervisor 3,Segmento 3,Lara da Conceição,4.1,0,7,10,0,3,2,4,7
1754,2024-01-20,5510193,Supervisor 3,Segmento 3,Maria Luísa Câmara,4.2,2,7,1,2,10,2,4,6
1755,2024-02-19,5510193,Supervisor 3,Segmento 3,Matteo Duarte,5.1,3,9,4,8,4,1,8,4
1756,2024-02-25,5510193,Supervisor 3,Segmento 3,Rodrigo Aragão,5.2,9,8,6,9,3,5,0,2
1757,2024-03-23,5510193,Supervisor 3,Segmento 3,Sr. Pedro Lucas Rezende,5.2,8,10,5,0,1,4,6,8
1758,2024-03-25,5510193,Supervisor 3,Segmento 3,Eloah Costa,6.2,9,7,7,3,5,3,10,6
1759,2024-01-17,5510194,Supervisor 6,Segmento 1,Nina Macedo,6.4,6,10,6,6,9,6,1,7
1760,2024-01-22,5510194,Supervisor 6,Segmento 1,Gael Henrique Costela,5.1,10,0,2,7,7,5,9,1
1761,2024-01-23,5510194,Supervisor 6,Segmento 1,Luiz Felipe Moreira,3.8,1,0,7,2,4,8,3,5
1762,2024-01-16,5510194,Supervisor 6,Segmento 1,Dra. Camila Dias,3.5,1,6,7,0,1,0,3,10
1763,2024-01-27,5510194,Supervisor 6,Segmento 1,Srta. Sara Andrade,6.8,7,7,5,6,5,8,6,10
1764,2024-01-10,5510194,Supervisor 6,Segmento 1,João Pedro Cavalcanti,6.4,9,5,9,4,6,7,3,8
1765,2024-02-21,5510194,Supervisor 6,Segmento 1,Dr. Davi Lucca Cavalcanti,5.8,10,10,5,2,2,1,9,7
1766,2024-02-22,5510194,Supervisor 6,Segmento 1,Nina da Cruz,4.6,6,6,4,5,8,0,7,1
1767,2024-02-03,5510194,Supervisor 6,Segmento 1,Daniela Aragão,3.9,9,0,6,4,5,7,0,0
1768,2024-02-03,5510194,Supervisor 6,Segmento 1,Raul Rodrigues,5.5,2,4,6,2,9,5,10,6
1769,2024-02-25,5510194,Supervisor 6,Segmento 1,Maria Helena Aparecida,5.0,6,8,0,5,1,1,10,9
1770,2024-02-21,5510194,Supervisor 6,Segmento 1,Otto Rocha,6.1,4,7,2,5,10,9,4,8
1771,2024-03-06,5510194,Supervisor 6,Segmento 1,Dr. Bryan Cirino,5.9,7,7,6,1,2,6,10,8
1772,2024-03-05,5510194,Supervisor 6,Segmento 1,Oliver Casa Grande,1.9,5,3,1,4,0,0,0,2
1773,2024-03-18,5510194,Supervisor 6,Segmento 1,Srta. Mariah Moura,4.6,3,7,6,7,3,6,0,5
1774,2024-03-09,5510194,Supervisor 6,Segmento 1,Sr. Fernando Cunha,3.9,1,7,1,3,6,4,4,5
1775,2024-03-18,5510194,Supervisor 6,Segmento 1,Vitor Araújo,6.1,9,2,3,6,4,9,9,7
1776,2024-03-09,5510194,Supervisor 6,Segmento 1,Isabel Santos,4.5,9,8,5,1,2,4,6,1
1777,2024-01-18,5510195,Supervisor 5,Segmento 3,Srta. Pietra Costela,5.4,2,5,5,9,5,6,9,2
1778,2024-01-09,5510195,Supervisor 5,Segmento 3,Mariane Cardoso,3.4,3,1,8,3,1,4,2,5
1779,2024-02-05,5510195,Supervisor 5,Segmento 3,Ravi Lucca Nascimento,4.1,6,0,3,5,1,8,3,7
1780,2024-02-06,5510195,Supervisor 5,Segmento 3,Dr. Fernando Cavalcante,6.0,3,3,9,1,8,4,10,10
1781,2024-03-27,5510195,Supervisor 5,Segmento 3,Milena Novais,5.8,8,6,0,6,1,10,5,10
1782,2024-03-27,5510195,Supervisor 5,Segmento 3,Marina Cardoso,5.0,0,4,8,5,4,8,7,4
1783,2024-01-03,5510196,Supervisor 7,Segmento 4,Henrique Duarte,3.6,9,0,0,2,0,8,9,1
1784,2024-01-20,5510196,Supervisor 7,Segmento 4,Ana Beatriz Cardoso,4.9,4,0,9,6,4,6,6,4
1785,2024-01-13,5510196,Supervisor 7,Segmento 4,Rafaela Sousa,4.6,2,4,9,4,1,8,2,7
1786,2024-02-02,5510196,Supervisor 7,Segmento 4,Sofia Melo,4.2,5,4,3,0,7,1,4,10
1787,2024-02-09,5510196,Supervisor 7,Segmento 4,Dr. Luiz Felipe Pimenta,5.2,1,7,4,7,10,1,5,7
1788,2024-02-23,5510196,Supervisor 7,Segmento 4,Maria Eduarda Duarte,5.5,4,9,9,6,4,7,2,3
1789,2024-03-12,5510196,Supervisor 7,Segmento 4,Maria Júlia Costa,4.0,6,6,1,1,7,6,1,4
1790,2024-03-16,5510196,Supervisor 7,Segmento 4,Marcos Vinicius Gomes,6.1,7,0,2,7,9,10,10,4
1791,2024-03-05,5510196,Supervisor 7,Segmento 4,Alice Mendonça,6.0,10,0,4,9,8,10,6,1
1792,2024-01-15,5510197,Supervisor 6,Segmento 1,Vinicius Farias,6.0,1,7,2,4,7,10,8,9
1793,2024-01-13,5510197,Supervisor 6,Segmento 1,Maria Isis Gomes,4.9,1,4,10,6,5,3,4,6
1794,2024-02-14,5510197,Supervisor 6,Segmento 1,Arthur Gabriel Leão,3.4,1,9,10,2,4,0,0,1
1795,2024-02-26,5510197,Supervisor 6,Segmento 1,Benjamin Camargo,5.6,2,0,2,9,8,9,10,5
1796,2024-03-14,5510197,Supervisor 6,Segmento 1,Dra. Ágatha da Cruz,5.0,5,4,8,1,7,2,6,7
1797,2024-03-10,5510197,Supervisor 6,Segmento 1,Ana Cunha,4.0,3,1,10,2,9,3,4,0
1798,2024-01-20,5510198,Supervisor 1,Segmento 1,Carolina Silveira,4.6,7,2,1,1,7,4,5,10
1799,2024-01-21,5510198,Supervisor 1,Segmento 1,Raquel Camargo,4.5,10,6,0,2,6,7,1,4
1800,2024-01-14,5510198,Supervisor 1,Segmento 1,Natália Farias,4.5,0,6,2,0,9,6,10,3
1801,2024-01-14,5510198,Supervisor 1,Segmento 1,Joaquim Ferreira,6.6,1,7,10,8,6,4,8,9
1802,2024-02-06,5510198,Supervisor 1,Segmento 1,Mirella da Mata,5.8,7,1,4,3,9,6,6,10
1803,2024-02-16,5510198,Supervisor 1,Segmento 1,Antonella Casa Grande,6.2,10,10,0,0,9,8,6,7
1804,2024-02-24,5510198,Supervisor 1,Segmento 1,Luiza Porto,3.1,8,0,10,0,0,1,3,3
1805,2024-02-20,5510198,Supervisor 1,Segmento 1,Elisa Machado,3.8,0,3,4,9,0,2,5,7
1806,2024-03-07,5510198,Supervisor 1,Segmento 1,Juan Peixoto,5.5,5,1,0,8,10,1,9,10
1807,2024-03-25,5510198,Supervisor 1,Segmento 1,Eloah Monteiro,4.0,3,9,0,1,10,5,4,0
1808,2024-03-05,5510198,Supervisor 1,Segmento 1,Rebeca Abreu,6.5,5,6,2,6,9,10,5,9
1809,2024-03-12,5510198,Supervisor 1,Segmento 1,Sr. Antônio Campos,5.9,5,1,9,7,5,3,9,8
1810,2024-01-12,5510199,Supervisor 6,Segmento 2,Ana Beatriz Oliveira,6.2,5,4,7,6,9,10,0,9
1811,2024-01-10,5510199,Supervisor 6,Segmento 2,Lívia Casa Grande,4.6,4,1,5,8,6,3,1,9
1812,2024-01-04,5510199,Supervisor 6,Segmento 2,Rodrigo Rocha,4.8,5,9,0,3,5,7,9,0
1813,2024-01-10,5510199,Supervisor 6,Segmento 2,Ana Lívia Macedo,4.5,6,2,10,2,4,8,1,3
1814,2024-01-14,5510199,Supervisor 6,Segmento 2,Dra. Ana Pacheco,6.8,9,10,2,9,10,4,2,8
1815,2024-01-23,5510199,Supervisor 6,Segmento 2,Antonella Cirino,4.1,7,2,7,6,5,1,1,4
1816,2024-02-25,5510199,Supervisor 6,Segmento 2,Isaque Fogaça,2.9,0,2,0,0,7,10,3,1
1817,2024-02-26,5510199,Supervisor 6,Segmento 2,Felipe Melo,5.8,10,0,6,10,5,2,6,7
1818,2024-02-26,5510199,Supervisor 6,Segmento 2,Isaque Melo,5.8,7,6,7,6,3,9,1,7
1819,2024-02-22,5510199,Supervisor 6,Segmento 2,Dr. Théo Ferreira,2.9,1,0,4,10,3,4,1,0
1820,2024-02-01,5510199,Supervisor 6,Segmento 2,Dr. Gael Souza,6.5,6,2,8,6,4,7,10,9
1821,2024-02-05,5510199,Supervisor 6,Segmento 2,Ana Lívia Nascimento,3.9,2,3,1,7,6,1,10,1
1822,2024-03-09,5510199,Supervisor 6,Segmento 2,Maria Fernanda Marques,5.9,4,7,10,8,8,2,4,4
1823,2024-03-18,5510199,Supervisor 6,Segmento 2,Caleb Cardoso,4.5,8,1,5,6,4,2,6,4
1824,2024-03-10,5510199,Supervisor 6,Segmento 2,Luara Martins,6.9,3,9,10,6,9,4,5,9
1825,2024-03-25,5510199,Supervisor 6,Segmento 2,Letícia Mendes,3.5,1,5,1,10,1,6,1,3
1826,2024-03-15,5510199,Supervisor 6,Segmento 2,Dra. Anna Liz Azevedo,5.5,1,4,8,9,7,1,9,5
1827,2024-03-03,5510199,Supervisor 6,Segmento 2,Sr. Léo Farias,2.8,5,1,4,6,2,3,0,1
1828,2024-01-01,5510200,Supervisor 2,Segmento 2,Elisa Gonçalves,5.4,7,1,8,9,3,2,7,6
1829,2024-01-17,5510200,Supervisor 2,Segmento 2,Dra. Isis Costa,4.4,6,5,2,6,8,5,3,0
1830,2024-01-07,5510200,Supervisor 2,Segmento 2,Raul Novais,3.6,7,4,4,0,1,4,3,6
1831,2024-02-19,5510200,Supervisor 2,Segmento 2,Cauê Barros,5.1,6,10,4,4,6,9,0,2
1832,2024-02-21,5510200,Supervisor 2,Segmento 2,Gabriel Novaes,6.4,4,10,6,6,6,4,10,5
1833,2024-02-19,5510200,Supervisor 2,Segmento 2,Dr. Vitor Gabriel Pacheco,5.6,0,2,9,9,7,1,8,9
1834,2024-03-13,5510200,Supervisor 2,Segmento 2,Mariane Cassiano,4.9,3,3,1,9,4,7,10,2
1835,2024-03-01,5510200,Supervisor 2,Segmento 2,Kaique da Mota,4.6,3,5,2,4,8,8,0,7
1836,2024-03-21,5510200,Supervisor 2,Segmento 2,Eloá Gonçalves,6.2,10,1,9,10,10,6,3,1
